"In mancanza di specifiche disposizioni, alla navigazione delle unità da diporto si applicano:",le disposizioni del Codice della navigazione.,dalle disposizioni del Codice civile.,le disposizioni della Marina Militare.,le disposizioni del Codice della navigazione.
"Le disposizioni sull'obbligo di assicurazione per responsabilità civile (decreto legislativo 7 settembre 2005, n. 209, e successive modificazioni) si applicano:",a qualsiasi unità galleggiante,a tutte le unità da diporto come definite dal codice della nautica.,"a tutte le unità da diporto come definite dal codice della nautica,con esclusione delle unità a remi e a vela non dotate di motore ausiliario.","a tutte le unità da diporto come definite dal codice della nautica,con esclusione delle unità a remi e a vela non dotate di motore ausiliario."
"Un motore fuoribordo è soggetto all'obbligo di assicurazione (decreto legislativo 7 settembre 2005, n. 209, e successive modificazioni):","solo per le potenze superiori a 2,5 cavalli.",sempre.,solo per le potenze che richiedono la patente nautica.,sempre.
"Le disposizioni sull'obbligo di assicurazione per responsabilità civile (decreto legislativo 7 settembre 2005, n. 209, e successive modificazioni):","si applicano anche ai motori muniti di certificato di uso straniero o di altro documento equivalente  emesso all’estero, se impiegati nelle acque territoriali nazionali.",non si applicano ai motori muniti di certificato di uso straniero o di altro documento equivalente  emesso all’estero.,"si applicano ai motori muniti di certificato di uso straniero o di altro documento equivalente  emesso all’estero, solo se impiegati nelle acque territoriali nazionali oltre 3 miglia dalla costa.","si applicano anche ai motori muniti di certificato di uso straniero o di altro documento equivalente  emesso all’estero, se impiegati nelle acque territoriali nazionali."
Le disposizioni della disciplina della navigazione delle unità da diporto contenute nel codice della nautica sono completate:,dal Regolamento di attuazione al codice della nautica.,dal Codice civile.,dalle disposizioni speciali.,dal Regolamento di attuazione al codice della nautica.
"Per quanto non previsto dalle disposizioni del Codice della nautica, si applicano:",le disposizioni speciali.,le disposizioni del Codice della navigazione.,le diposizioni del'Autorità prefettizia.,le disposizioni del Codice della navigazione.
L'attività di assistenza e traino:,"è consentita con riferimento a imbarcazioni e natanti, previa sottoscrizione di una polizza assicurativa e comunicazione alla Capitaneria di porto competente.","è consentita con riferimento ai soli natanti, previa comunicazione alla Capitaneria di porto competente.",non è consentita.,"è consentita con riferimento a imbarcazioni e natanti, previa sottoscrizione di una polizza assicurativa e comunicazione alla Capitaneria di porto competente."
L'esercizio abusivo delle attività commerciali con unità da diporto:,è soggetto alla sanzione da 2.775 a 11.017 euro.,è soggetto alla sanzione da 276 a 1.377 euro.,è soggetto a diffida.,è soggetto alla sanzione da 2.775 a 11.017 euro.
Con contratto di leasing nautico si intende:,"il finanziamento posto in essere da una banca o intermediario finanziario consistente nella concessione in utilizzo, per un determinato periodo di tempo e dietro il pagamento di un corrispettivo periodico (canone), di una unità da diporto.","la locazione di una unità da diporto, senza diritto di riscatto.",il leasing nautico non è applicato alla nautica.,"il finanziamento posto in essere da una banca o intermediario finanziario consistente nella concessione in utilizzo, per un determinato periodo di tempo e dietro il pagamento di un corrispettivo periodico (canone), di una unità da diporto."
L’utilizzatore di un contratto di leasing nautico:,"ancorché non proprietario dell'imbarcazione, assume tutti i rischi relativi al perimento del bene.","poiché non è il proprietario dell'imbarcazione, non si assume i rischi relativi al perimento del bene, a meno che non derivi da una sua grave imperizia.",non è mai responsabile del perimento del bene.,"ancorché non proprietario dell'imbarcazione, assume tutti i rischi relativi al perimento del bene."
In caso di violazioni da parte di una unità in leasing di disposizioni in materia di navigazione che prevedono sanzioni pecuniarie:,"l'utilizzatore a titolo di leasing dell'unità è obbligato in solido con l'autore delle violazioni, se persona diversa.",il proprietario dell'unità (soggetto finanziatore del leasing) è tenuto al pagamento.,le sanzioni sono suddivise tra il proprietario dell'unità e l'utilizzatore in leasing.,"l'utilizzatore a titolo di leasing dell'unità è obbligato in solido con l'autore delle violazioni, se persona diversa."
L'esercizio abusivo di attività commerciali con unità da diporto è punito:,"con la sanzione amministrativa da 250 euro a
1.100 euro.",con la sanzione amministrativa da 2.755 euro a 11.017 euro.,con la sanzione amministrativa da 557 euro a 2.507 euro.,con la sanzione amministrativa da 2.755 euro a 11.017 euro.
In caso di leasing nautico:,l'utilizzatore condivide la responsabilità  del  comando con il proprietario.,l'utilizzatore assume in toto la responsabilità del comando.,la responsabilità del comando è stabilita dal contratto di leasing.,l'utilizzatore assume in toto la responsabilità del comando.
Il comandante dell'unità navale che in caso di urto non dia nei limiti del possibile alle altre unità le notizie necessarie per l'identificazione della propria imbarcazione:,è punito con la reclusione da uno a due mesi.,"è punito con il pagamento di un'ammenda fino a 206,00 Euro.","è punito con la sanzione amministrativa del pagamento di una somma da 1.032,00 Euro a 6.197,00
Euro.","è punito con la sanzione amministrativa del pagamento di una somma da 1.032,00 Euro a 6.197,00
Euro."
"Con riguardo alla locazione delle unità da diporto, quale tra queste affermazioni è corretta?","il conduttore di un'unità da diporto locata, ne esercita la navigazione  assumendosi  le responsabilità ed i rischi.","il conduttore di un'unità da diporto locata, ne esercita la navigazione  senza assumersene  le responsabilità e i rischi che restano in capo al proprietario.","il conduttore di un'unità da diporto locata, ne esercita la navigazione  senza assumersene  le responsabilità e i rischi che restano in capo al noleggiatore.","il conduttore di un'unità da diporto locata, ne esercita la navigazione  assumendosi  le responsabilità ed i rischi."
Quali sono gli obblighi a cui deve adempiere il conduttore di un'unità navale da diporto locata?,impiegare l'unità navale da diporto secondo le caratteristiche tecniche risultanti dal certificato di stabilità e in conformità alle finalità di diporto.,impiegare l'unità da diporto secondo le caratteristiche tecniche risultanti dal certificato di classe e in conformità alle finalità di diporto.,impiegare l'unità da diporto secondo le caratteristiche tecniche risultanti dalla licenza di navigazione e in conformità alle finalità di diporto.,impiegare l'unità da diporto secondo le caratteristiche tecniche risultanti dalla licenza di navigazione e in conformità alle finalità di diporto.
Il contratto di locazione delle imbarcazioni e delle navi da diporto:,deve essere tenuto a bordo in originale o copia conforme.,va rinnovato in concomitanza della scadenza delle manutenzioni periodiche dell'apparato motore.,può anche essere tenuto a bordo in copia fotostatica.,deve essere tenuto a bordo in originale o copia conforme.
La licenza di navigazione e gli altri documenti prescritti sono mantenuti a bordo:,"in originale, o in copia autentica se la navigazione avviene tra porti dello Stato.",esclusivamente in originale solo se la navigazione avviene tra porti di uno stesso  compartimento marittimo.,dopo esser stati vidimati annualmente da parte della competente Autorità marittima.,"in originale, o in copia autentica se la navigazione avviene tra porti dello Stato."
Il certificato di sicurezza:,deve essere registrato presso l'Agenzia delle Dogane entro 30 giorni dal rilascio.,attesta lo stato di stabilità dell'unità e fa parte dei documenti di bordo.,attesta lo stato di navigabilità dell'unità e fa parte dei documenti di bordo.,attesta lo stato di navigabilità dell'unità e fa parte dei documenti di bordo.
La dichiarazione di potenza del motore installato a bordo:,è facoltativa.,è inclusa nel Manuale del proprietario.,fa parte dei documenti di bordo di natanti e imbarcazioni con fuoribordo.,fa parte dei documenti di bordo di natanti e imbarcazioni con fuoribordo.
L'atto di autorizzazione alla navigazione temporanea,"vale come documento di bordo e abilita alla navigazione nei limiti consentiti dalle caratteristiche di costruzione dell'unità da diporto, nonché alla navigazione in acque territoriali straniere per il periodo di tempo necessario alla partecipazione a fiere, saloni e altri eventi espositivi.","vale come documento di bordo straordinario ed abilita alla navigazione senza alcun limite dalla costa, nonché in navigazione in acque internazionali.",non vale come documento di bordo ed abilita esclusivamente alla navigazione da e per il cantiere di costruzione e/o manutenzione.,"vale come documento di bordo e abilita alla navigazione nei limiti consentiti dalle caratteristiche di costruzione dell'unità da diporto, nonché alla navigazione in acque territoriali straniere per il periodo di tempo necessario alla partecipazione a fiere, saloni e altri eventi espositivi."
"Con riguardo al noleggio delle unità da diporto, quale tra queste affermazioni è corretta?","il contratto è redatto per iscritto a pena di nullità e
deve essere tenuto a bordo in originale o copia conforme.",il contratto è redatto per iscritto a pena di nullità ed è conservato in originale presso l'Ufficio di iscrizione.,il contratto  è redatto per iscritto a pena di nullità ed è conservato in originale presso la Direzione Marittima di giurisdizione ove è iscrittà l'unità.,"il contratto è redatto per iscritto a pena di nullità e
deve essere tenuto a bordo in originale o copia conforme."
L'utilizzo di un'imbarcazione da diporto per mezzo di contratti di locazione ovvero di noleggio risulta:,dalla licenza di navigazione.,dall'iscrizione nel registro delle imprese.,dall'omologazione CE.,dalla licenza di navigazione.
"A che distanza dalla costa possono navigare le unità a remi (pedalò, sandolini ecc.) ?",entro 1 miglio dalla costa.,in base alle condimeteomarine individuate con ordinanza dell'Autorità marittima.,entro 6 miglia.,entro 1 miglio dalla costa.
Al compimento dei 16 anni di età:,si può essere ammessi esclusivamente all'esame per il rilascio della patente nautica entro 12 miglia dalla costa.,si può essere ammessi all'esame per il rilascio della patente nautica anche senza limiti dalla costa.,"si può assumere il comando e la condotta di natanti a motore e natanti a vela con motore ausiliario e motovelieri, purchè non sia prescritto il possesso della patente nautica.","si può assumere il comando e la condotta di natanti a motore e natanti a vela con motore ausiliario e motovelieri, purchè non sia prescritto il possesso della patente nautica."
La patente nautica può essere sospesa:,per assunzione del comando in stato di ebbrezza (ubriachezza) o sotto effetto di stupefacenti (droghe).,a seguito di denuncia di evento ordinario.,per mancanza a bordo delle dotazioni di sicurezza.,per assunzione del comando in stato di ebbrezza (ubriachezza) o sotto effetto di stupefacenti (droghe).
Le unità da diporto sono classificate in base alla:,lunghezza fuori tutto.,"potenza dell'apparato motore, stazza e lunghezza fuori
tutto.","lunghezza, larghezza e altezza di costruzione.",lunghezza fuori tutto.
Un'unità a motore lunga 9 metri è classificata:,natante da diporto.,imbarcazione da diporto.,nave da diporto.,natante da diporto.
